,E_price,Text,Psol,Pelec,Ppeop,Pven,Pint
2020-03-26 22:00:00,0.1833,274.75,0.0,1248,960,-3763.2,-1555.2
2020-03-26 23:00:00,0.1833,274.35,0.0,1248,960,-3868.8,-1660.8
2020-03-27 00:00:00,0.1833,273.95,0.0,1248,960,-3945.6,-1737.6
2020-03-27 01:00:00,0.1833,273.65,0.0,1248,960,-4032.0,-1824.0
2020-03-27 02:00:00,0.1833,273.25,0.0,1248,960,-4099.2,-1891.2
2020-03-27 03:00:00,0.1833,272.95,0.0,1248,960,-4185.6,-1977.6
2020-03-27 04:00:00,0.1833,272.65,0.0,1248,960,-4243.2,-2035.2
2020-03-27 05:00:00,0.1833,272.25,0.0,1248,960,-4310.4,-2102.4
2020-03-27 06:00:00,0.3666,271.95,0.0,1728,960,-4387.2,-1699.2
2020-03-27 07:00:00,0.3666,272.65,361.7,2208,960,-4454.4,-1286.4
2020-03-27 08:00:00,0.3666,274.95,1892.1,1248,960,-4310.4,-2102.4
2020-03-27 09:00:00,0.3666,276.85,4006.7,480,960,-3820.8,-2380.8
2020-03-27 10:00:00,0.3666,278.45,7299.2,480,960,-3427.2,-1987.2
2020-03-27 11:00:00,0.3666,280.55,11531.9,1440,960,-3091.2,-691.2
2020-03-27 12:00:00,0.3666,282.15,13455.1,2400,960,-2649.6,710.4
2020-03-27 13:00:00,0.3666,284.05,20108.5,1440,960,-2313.6,86.3999999999996
2020-03-27 14:00:00,0.3666,285.35,22175.8,480,960,-1920.0,-480.0
2020-03-27 15:00:00,0.3666,285.65,13394.7,480,960,-1660.8,-220.8
2020-03-27 16:00:00,0.3666,284.65,7362.5,1440,960,-1622.4,777.6
2020-03-27 17:00:00,0.3666,282.95,834.7,2784,960,-1833.6,1910.4
2020-03-27 18:00:00,0.3666,282.45,0.0,2112,960,-2188.8,883.2
2020-03-27 19:00:00,0.3666,282.05,0.0,1728,960,-2284.8,403.2
2020-03-27 20:00:00,0.3666,281.55,0.0,960,960,-2352.0,-432.0
2020-03-27 21:00:00,0.3666,281.15,0.0,1248,960,-2438.4,-230.4
2020-03-27 22:00:00,0.1833,280.75,0.0,1248,960,-2524.8,-316.8
2020-03-27 23:00:00,0.1833,280.25,0.0,1248,960,-2601.6,-393.6
2020-03-28 00:00:00,0.1833,279.75,0.0,1248,960,-2707.2,-499.2
2020-03-28 01:00:00,0.1833,279.25,0.0,1248,960,-2812.8,-604.8
2020-03-28 02:00:00,0.1833,278.75,0.0,1248,960,-2918.4,-710.4
2020-03-28 03:00:00,0.1833,278.25,0.0,1248,960,-3024.0,-816.0
2020-03-28 04:00:00,0.1833,277.85,0.0,1248,960,-3129.6,-921.6
2020-03-28 05:00:00,0.1833,277.35,0.0,1248,960,-3216.0,-1008.0
2020-03-28 06:00:00,0.3666,276.85,0.0,1728,960,-3321.6,-633.6
2020-03-28 07:00:00,0.3666,277.45,333.9,2208,960,-3427.2,-259.2
2020-03-28 08:00:00,0.3666,278.65,1836.4,1248,960,-3302.4,-1094.4
2020-03-28 09:00:00,0.3666,279.35,2420.7,480,960,-3043.2,-1603.2
2020-03-28 10:00:00,0.3666,281.15,6110.5,480,960,-2899.2,-1459.2
2020-03-28 11:00:00,0.3666,283.15,10114.4,1440,960,-2524.8,-124.8
2020-03-28 12:00:00,0.3666,283.25,4145.8,2400,960,-2102.4,1257.6
2020-03-28 13:00:00,0.3666,283.95,7018.0,1440,960,-2083.2,316.8
2020-03-28 14:00:00,0.3666,283.55,3338.9,480,960,-1929.6,-489.6
2020-03-28 15:00:00,0.3666,283.45,3700.7,480,960,-2016.0,-576.0
2020-03-28 16:00:00,0.3666,282.85,1752.9,1440,960,-2035.2,364.8
2020-03-28 17:00:00,0.3666,281.95,556.5,2784,960,-2160.0,1584.0
2020-03-28 18:00:00,0.3666,281.45,0.0,2112,960,-2352.0,720.0
2020-03-28 19:00:00,0.3666,280.95,0.0,1728,960,-2457.6,230.4
2020-03-28 20:00:00,0.3666,280.45,0.0,960,960,-2563.2,-643.2
2020-03-28 21:00:00,0.3666,279.95,0.0,1248,960,-2668.8,-460.8
2020-03-28 22:00:00,0.1833,279.45,0.0,1248,960,-2774.4,-566.4
2020-03-28 23:00:00,0.1833,277.15,0.0,1248,960,-2880.0,-672.0
